klusters_tree_list3	obs
49	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__30484bp__000329..full
52	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__30913bp__000323..full
82	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__31077bp__000321..full
81	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__31175bp__000319..full
92	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__31834bp__000299..full
36	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__31998bp__000294..full
78	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__32544bp__000284..full
32	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__32640bp__000283..full
66	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__32782bp__000279..full
59	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__33476bp__000264..full
93	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__34950bp__000232..full
64	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__35255bp__000227..full
82	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__35417bp__000224..full
81	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__35626bp__000222..full
36	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__35792bp__000220..full
89	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36484bp__000213..full
89	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__36838bp__000207..full
89	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37111bp__000199..full
36	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37281bp__000196..full
17	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37526bp__000192..full
100	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37541bp__000191..full
53	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37820bp__000187..full
89	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__38515bp__000179..full
65	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__39557bp__000161..full
100	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__39740bp__000159..full
5	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__40074bp__000157..full
89	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__41350bp__000144..full
52	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__41464bp__000143..full
21	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__48163bp__000095..full
91	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__49941bp__000088..full
16	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__50410bp__000084..full
89	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__54273bp__000064..full
59	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__55322bp__000059..full
21	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__56344bp__000056..full
52	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__57058bp__000053..full
55	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__57989bp__000051..full
71	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__61245bp__000042..full
45	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__62286bp__000038..full
53	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__63123bp__000035..full
17	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__64520bp__000032..full
6	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__79342bp__000021..full
100	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__81708bp__000018..full
82	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__92710bp__000012..full
96	X2020.Jan.viral.fraction__viral.spades.short__as.yet.unknown__96680bp__000010..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__107164bp__000009..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__123920bp__000006..full
94	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__129914bp__000005..full
70	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__13614bp__001802..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__13814bp__001752..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__14028bp__001691..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__143349bp__000003..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__14581bp__001560..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__14594bp__001557..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__15287bp__001411..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__16511bp__001196..full
6	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__17691bp__001048..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__17694bp__001047..full
83	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__17706bp__001046..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__17837bp__001027..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__18024bp__001006..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__181863bp__000002..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__18492bp__000952..full
26	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__18696bp__000936..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__19591bp__000841..full
72	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__19913bp__000808..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__20174bp__000792..full
24	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__20232bp__000783..full
49	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__20640bp__000757..full
59	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__20886bp__000722..full
77	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__21287bp__000696..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__21408bp__000688..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__21625bp__000678..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__22454bp__000622..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__22682bp__000609..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__23028bp__000594..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__23491bp__000562..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__23505bp__000561..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__23561bp__000559..full
72	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__23588bp__000556..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__23684bp__000552..full
94	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__24350bp__000520..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__24448bp__000517..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__24604bp__000510..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__25057bp__000488..full
68	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__25562bp__000463..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__25563bp__000462..full
70	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__26013bp__000444..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__26156bp__000438..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__26183bp__000436..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__26495bp__000422..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__26582bp__000417..full
72	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__26802bp__000413..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__27555bp__000387..full
51	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__27704bp__000383..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__27903bp__000378..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__28557bp__000361..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__28569bp__000360..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__29515bp__000336..full
108	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__29920bp__000321..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__30428bp__000310..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__30700bp__000301..full
72	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__31496bp__000288..full
104	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__31562bp__000287..full
58	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__31730bp__000283..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__31793bp__000279..full
81	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__31998bp__000274..full
17	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__32391bp__000269..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__32732bp__000260..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__32909bp__000256..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33058bp__000255..full
71	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33062bp__000254..full
90	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33109bp__000253..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33116bp__000252..full
96	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33190bp__000251..full
24	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33200bp__000250..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33209bp__000249..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33583bp__000243..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__33639bp__000240..full
1	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34103bp__000231..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34294bp__000228..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34424bp__000225..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34577bp__000222..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34651bp__000220..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34794bp__000217..full
104	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__34828bp__000216..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35144bp__000212..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35271bp__000210..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35465bp__000207..full
87	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35547bp__000206..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35591bp__000204..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35594bp__000203..full
70	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35683bp__000202..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35732bp__000200..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__35846bp__000197..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__36181bp__000192..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__36191bp__000191..full
90	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__36205bp__000190..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__36405bp__000187..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__36824bp__000182..full
94	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__37576bp__000172..full
6	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__37767bp__000167..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__38294bp__000162..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__38375bp__000161..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__39642bp__000152..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__40419bp__000145..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__40820bp__000141..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__42519bp__000131..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__44125bp__000115..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__44687bp__000111..full
55	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__44782bp__000110..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__45808bp__000104..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__46106bp__000103..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__46196bp__000101..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__46853bp__000100..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__47824bp__000094..full
71	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__49726bp__000092..full
46	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__50616bp__000088..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__50620bp__000087..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__50819bp__000085..full
84	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__51097bp__000084..full
70	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__51363bp__000083..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__52041bp__000078..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__52209bp__000077..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__54308bp__000065..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__55110bp__000061..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__55551bp__000059..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__55771bp__000056..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__57586bp__000049..full
51	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__59661bp__000046..full
85	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__59728bp__000045..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__61078bp__000039..full
55	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__61400bp__000038..full
70	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__62876bp__000034..full
76	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__63097bp__000033..full
38	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__63605bp__000032..full
79	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__68641bp__000028..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__70857bp__000025..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__75368bp__000022..full
101	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__82806bp__000016..full
98	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__93378bp__000013..full
99	X2020.Jul.viral.fraction__viral.spades.short__as.yet.unknown__96662bp__000012..full
92	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__12191bp__002730..full
108	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__133671bp__000007..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__136975bp__000006..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__14799bp__001859..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__15164bp__001768..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__152974bp__000005..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__153534bp__000004..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__15672bp__001643..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__163085bp__000003..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__17164bp__001370..full
38	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__17183bp__001366..full
9	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__17244bp__001357..full
82	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__17395bp__001328..full
